WindowID,Mean,Std. Deviation,Skewness
0,0.7970041,0.028586969,-0.3148280084133148
1,0.6935047,0.083943665,-0.6919776201248169
2,0.59136105,0.11195725,0.9394590854644775
3,0.70809656,0.084699295,-0.6511736512184143
4,0.6731663,0.09147294,-0.7760046124458313
5,0.416968,0.10290137,0.2857222259044647
6,0.25542355,0.08784903,1.268725037574768
7,0.20512655,0.016225375,0.7742491960525513
8,0.7964231,0.032358315,-0.34975871443748474
9,0.7108084,0.11460307,-1.5883874893188477
10,0.52162963,0.115920745,-0.024803200736641884
11,0.7214618,0.1271117,-0.533052921295166
12,0.5532025,0.14184056,0.680992066860199
13,0.4481534,0.07178797,-0.6773238778114319
14,0.40444216,0.07553871,0.08783460408449173
15,0.2035124,0.089444555,0.39842185378074646
16,0.84303975,0.011280974,-2.3248586654663086
17,0.7146177,0.14294863,-1.063671588897705
18,0.6823993,0.16563089,-0.7136778235435486
19,0.837939,0.029837925,-3.2237613201141357
20,0.6349432,0.109285176,0.743684709072113
21,0.5355759,0.13646068,-0.328237920999527
22,0.42516786,0.13820237,0.05199916288256645
23,0.2784091,0.14218813,0.18039970099925995
24,0.83645403,0.009630312,-1.4636811017990112
25,0.8327092,0.016721375,-1.7659356594085693
26,0.786157,0.047075026,-0.3692157566547394
27,0.80888426,0.06877404,-2.4386239051818848
28,0.6153151,0.11012542,0.5662031769752502
29,0.6896306,0.056247693,-0.9072687029838562
30,0.6732955,0.052867312,-0.39562681317329407
31,0.31308112,0.17635623,0.16040851175785065
32,0.810563,0.01211849,0.03576396033167839
33,0.7884815,0.026538476,-0.39230453968048096
34,0.8150826,0.036873076,-1.7532331943511963
35,0.71526337,0.09829186,-0.40337109565734863
36,0.5298295,0.06356651,-1.0937910079956055
37,0.588391,0.03303862,0.9707720279693604
38,0.55862606,0.053921636,-0.3455893099308014
39,0.19053462,0.12386815,1.1686530113220215
40,0.7984246,0.016111542,-3.2205758094787598
41,0.78376806,0.044559743,-2.0000431537628174
42,0.5996255,0.15820484,-0.13130931556224823
43,0.52918386,0.08979845,0.1604166477918625
44,0.40140754,0.10634192,-0.14599080383777618
45,0.5178848,0.07602651,-1.921803593635559
46,0.47326964,0.08483025,-1.5623748302459717
47,0.12583935,0.048034023,2.644397735595703
48,0.66031766,0.1609635,-0.8645859360694885
49,0.79752064,0.010069001,-0.0453520230948925
50,0.7581353,0.050635476,-0.8057746291160583
51,0.544938,0.06405583,1.040190577507019
52,0.47017047,0.0391505,-0.3013650178909302
53,0.52098393,0.031768035,-0.5193036794662476
54,0.29745612,0.1596843,-0.06094369664788246
55,0.1282283,0.02445718,-0.26800256967544556
56,0.45228565,0.10617887,-0.7358300089836121
57,0.66561204,0.12814353,-0.3081977665424347
58,0.77421224,0.059798643,-1.1687544584274292
59,0.6729726,0.07018664,-0.1488519161939621
60,0.5842588,0.058751017,-0.07082667201757431
61,0.3889463,0.11215341,-0.03763144463300705
62,0.14850207,0.046635866,2.461383819580078
63,0.14411157,0.018530363,0.23820173740386963
